,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
537,2,4,4,1,1455,4,3,3,0,3,1,0,42,3,1,2,1,0,0,0,1
538,2,7,4,6,730,4,4,1,0,3,1 <= ... < 4 yrs,2,46,3,0,3,1,1,1,0,1
539,1,18,1,7,3244,4,2,4,3,3,4,1,33,1,1,3,2,1,1,0,1
540,1,9,3,6,1670,4,1,1,3,3,1 <= ... < 4 yrs,1,22,3,1,4,2,1,1,0,0
541,1,48,3,6,3979,4,3,1,0,3,1,1,41,3,1,3,2,0,1,0,1
542,1,12,3,7,1922,4,2,1,0,3,1 <= ... < 4 yrs,2,37,3,1,4,1,1,0,0,0
543,1,18,4,7,1295,4,1,1,3,3,1,2,27,3,1,3,2,1,0,0,1
544,2,4,4,6,1544,4,3,3,0,3,1,0,42,3,1,2,1,0,0,0,1
545,1,8,3,0,907,4,1,2,2,3,1 <= ... < 4 yrs,0,26,3,1,4,2,1,1,0,1
546,1,30,3,6,1715,4,2,1,3,3,1,1,26,3,1,4,2,1,0,0,1
547,3,10,4,6,1347,4,3,1,0,3,1 <= ... < 4 yrs,2,27,3,1,3,2,1,1,0,1
548,1,12,3,1,1007,3,2,1,2,3,1,0,22,3,1,4,2,1,0,0,1
549,2,12,4,7,1402,100 <= ... <  500 DM,3,2,3,3,4,1,37,3,0,4,2,1,1,0,1
550,1,12,3,1,2002,4,3,2,0,3,4,2,30,3,0,4,2,0,1,0,1
551,2,12,4,3,2096,4,3,3,0,3,4 <= ... < 7 yrs,0,49,3,1,4,1,0,0,0,1
552,2,12,3,1,1101,4,2,2,2,3,1 <= ... < 4 yrs,0,27,3,1,3,2,1,1,0,1
553,2,10,3,5,894,4,3,1,3,3,4 <= ... < 7 yrs,2,40,3,1,4,2,1,1,0,1
554,1,11,3,7,1577,3,1,1,3,3,1,0,20,3,1,4,2,1,0,0,1
555,2,33,2,0,2764,4,2,3,3,3,1 <= ... < 4 yrs,1,26,3,1,3,2,1,1,0,1
556,1,48,1,1,8358,100 <= ... <  500 DM,1,4,3,3,1,1,30,3,1,3,2,1,0,0,1
557,3,12,3,7,1474,4,1,1,3,3,1,2,33,1,1,4,3,1,1,0,1
558,2,24,3,8,5433,4,0,3,3,3,4,2,26,3,0,4,3,1,1,0,1
559,1,14,3,0,1410,100 <= ... <  500 DM,4,4,2,3,1 <= ... < 4 yrs,0,35,3,1,4,2,1,1,0,1
560,2,20,4,1,3485,4,1,3,1,3,4,0,44,3,1,3,2,1,1,0,1
561,2,18,4,8,3850,4,3,2,0,3,1,1,27,3,1,3,2,1,0,0,1
562,1,60,3,1,7408,1,1,1,3,3,1 <= ... < 4 yrs,2,24,3,1,4,3,1,0,0,0
563,3,24,3,6,1377,1,4,1,3,3,1 <= ... < 4 yrs,3,47,3,2,4,2,1,1,0,1
564,2,30,2,0,4272,1,2,3,0,3,1 <= ... < 4 yrs,2,26,3,1,3,1,1,0,0,1
565,1,24,2,6,1553,1,3,2,3,3,1 <= ... < 4 yrs,2,23,3,0,3,2,1,1,0,1
566,1,36,2,0,9857,1,3,4,0,3,4 <= ... < 7 yrs,2,31,3,1,3,1,0,1,0,1
567,2,6,4,1,362,1,2,1,3,3,4,1,52,3,1,3,1,1,0,0,1
568,2,12,4,7,1935,4,4,1,0,3,4,0,43,3,1,2,2,1,1,0,1
569,2,48,3,6,10222,4,3,1,0,3,4 <= ... < 7 yrs,1,37,stores,1,4,2,1,1,0,1
570,3,12,3,1,1330,4,1,1,0,3,1,0,26,3,1,4,2,1,0,0,1
571,2,36,3,3,9055,4,2,3,0,3,4,3,35,3,2,4,1,0,1,0,1
572,1,26,3,8,7966,4,1,3,0,3,4 <= ... < 7 yrs,1,30,3,1,3,2,1,0,0,1
573,1,30,4,7,3496,3,2,1,0,3,1 <= ... < 4 yrs,1,34,stores,1,4,2,0,1,0,1
574,1,36,3,8,6948,4,2,3,0,3,1 <= ... < 4 yrs,1,35,3,0,4,3,1,1,0,1
575,1,48,1,0,12204,4,2,3,0,3,1 <= ... < 4 yrs,1,48,1,1,4,3,1,1,0,1
576,0,36,3,7,3446,4,4,1,0,3,1 <= ... < 4 yrs,1,42,3,1,4,2,0,0,0,0
577,0,12,3,3,684,4,2,1,0,3,4,1,40,3,0,4,1,0,0,0,0
578,0,33,4,7,4281,100 <= ... <  500 DM,2,4,3,3,4,1,23,3,1,3,2,1,0,0,0
579,0,42,3,6,7174,4,3,1,3,3,4 <= ... < 7 yrs,1,30,3,1,4,3,1,1,0,0
580,0,24,4,6,1546,4,3,1,0,2,4,1,24,1,0,4,1,1,0,0,0
581,0,24,3,7,2359,1,0,4,1,3,1,2,33,3,1,4,2,1,0,0,0
582,2,24,3,6,3621,1,4,3,0,3,4,1,31,3,1,3,2,1,0,0,0
583,0,12,3,2,741,1,0,1,3,3,4 <= ... < 7 yrs,2,22,3,1,4,2,1,0,0,0
584,0,12,3,7,7865,4,4,1,0,3,4,3,53,3,2,4,3,1,1,0,0
585,0,24,3,8,2910,4,3,3,0,3,1,3,34,3,2,4,3,1,1,0,1
586,0,18,4,1,5302,4,4,3,0,3,4,3,36,3,2,2,3,1,1,0,1
587,0,36,3,7,3620,4,2,4,0,2,1 <= ... < 4 yrs,2,37,3,1,4,2,0,0,0,1
588,0,18,3,6,3509,4,3,1,3,2,1,0,25,3,1,4,2,1,0,0,1
589,1,12,3,7,3017,4,1,2,3,3,1,0,34,3,0,4,3,1,0,0,1
590,0,12,3,7,1657,4,2,3,0,3,1 <= ... < 4 yrs,0,27,3,1,4,2,1,0,0,1
591,0,8,4,9,1164,4,4,2,0,3,4,3,51,1,2,3,3,0,1,0,1
592,0,36,4,7,6229,4,1,1,3,1,4,3,23,3,0,3,1,1,1,0,0
593,0,24,4,1,1193,4,0,4,3,1,4,3,29,3,0,3,0,1,0,0,0
594,0,30,1,7,4583,4,2,3,1,2,1 <= ... < 4 yrs,0,32,3,1,3,2,1,0,0,1
595,0,36,4,7,5371,4,2,2,0,2,1 <= ... < 4 yrs,2,28,3,1,3,2,1,0,0,1
596,0,12,3,7,708,4,2,3,0,2,4 <= ... < 7 yrs,2,38,3,1,4,1,0,0,0,1
597,0,21,4,1,571,4,4,1,0,3,4,0,65,3,1,3,2,1,0,0,1
598,0,30,3,6,2522,4,4,4,0,2,4 <= ... < 7 yrs,2,39,3,1,4,2,0,0,0,1
599,0,36,3,7,5179,4,3,1,0,3,1 <= ... < 4 yrs,2,29,3,1,4,2,1,0,0,0
600,0,36,3,8,8229,4,2,3,0,3,1 <= ... < 4 yrs,2,26,3,1,4,2,0,0,0,0
601,2,24,4,7,2028,4,3,3,0,3,1 <= ... < 4 yrs,2,30,3,1,3,1,1,0,0,1
602,0,6,3,1,1374,4,0,1,3,3,4 <= ... < 7 yrs,2,75,3,1,4,3,1,1,0,1
603,0,12,3,7,1289,4,2,1,0,2,1,2,21,3,1,4,1,1,0,0,1
604,0,36,3,7,2712,4,4,3,0,3,1 <= ... < 4 yrs,2,41,1,1,4,2,0,0,0,0
605,0,15,4,7,975,4,2,3,1,3,4 <= ... < 7 yrs,2,25,3,1,3,2,1,0,0,1
606,1,6,2,7,1050,4,0,1,0,3,1,2,35,stores,1,3,3,1,1,1,1
607,0,6,4,1,609,4,3,1,3,3,4 <= ... < 7 yrs,2,37,3,1,3,2,1,0,0,1
608,0,48,3,8,4788,4,3,1,0,3,4 <= ... < 7 yrs,2,26,3,1,4,2,0,0,0,1
609,1,24,3,7,3069,1,4,1,0,3,4,3,30,3,2,4,2,1,0,0,1
610,1,12,3,1,836,1,1,1,3,3,1 <= ... < 4 yrs,2,23,1,1,4,1,1,0,0,0
611,0,12,3,7,2577,4,2,3,1,3,1,1,42,3,1,4,2,1,0,0,1
612,0,12,3,7,1620,4,2,3,3,1,4 <= ... < 7 yrs,2,30,3,1,4,2,1,0,0,1
613,0,15,3,7,1845,4,1,1,3,2,1,2,46,3,0,4,2,1,0,0,1
614,0,24,3,8,6579,4,0,1,0,3,1 <= ... < 4 yrs,3,29,3,2,4,3,1,1,0,1
615,0,12,3,1,1893,4,2,1,3,2,4,2,29,3,1,4,2,1,1,0,1
616,0,30,4,8,10623,4,4,2,0,3,4,3,38,3,2,2,3,0,1,0,1
617,0,18,3,1,2249,1,3,1,0,3,4 <= ... < 7 yrs,1,30,3,1,4,3,0,1,0,1
618,0,30,3,7,3108,4,1,3,1,3,4,2,31,3,1,4,1,1,0,0,0
619,1,12,4,1,958,4,3,3,0,3,4 <= ... < 7 yrs,0,47,3,1,3,1,0,0,0,1
620,2,24,3,8,9277,4,2,3,1,3,4,3,48,3,2,4,2,1,1,0,1
621,2,24,4,9,6314,4,0,1,0,1,1 <= ... < 4 yrs,3,27,1,1,3,3,1,1,0,1
622,0,12,4,8,1526,4,4,1,0,3,4,3,66,3,2,3,3,1,0,0,1
623,0,12,3,7,3590,4,2,3,0,1,1 <= ... < 4 yrs,2,29,3,1,4,1,0,0,0,1
624,0,24,4,8,6615,4,0,3,0,3,4,3,75,3,2,3,3,1,1,0,1
625,0,6,4,7,1872,4,0,1,0,3,4,3,36,3,2,2,3,1,1,0,1
626,2,12,3,1,2859,4,0,1,0,3,4,3,38,3,1,4,3,1,1,0,1
627,2,18,4,6,1582,3,4,1,0,3,4,1,46,3,1,3,2,1,0,0,1
628,2,6,3,5,1238,4,0,1,0,3,4,2,36,3,1,4,3,0,1,0,1
629,0,12,3,7,2578,4,0,2,3,3,4,3,55,3,2,4,3,1,0,0,1
630,0,15,4,7,1433,4,2,1,3,3,4 <= ... < 7 yrs,2,25,3,0,3,2,1,0,0,1
631,0,42,3,7,7882,4,3,3,0,2,4,2,45,3,2,4,2,0,0,0,1
632,0,24,3,7,4169,4,2,1,0,3,4,2,28,3,1,4,2,1,0,0,1
633,0,36,3,7,3959,4,0,1,0,3,4 <= ... < 7 yrs,2,30,3,1,4,3,1,1,0,1
634,0,36,3,1,3249,4,3,3,0,3,4,3,39,1,2,4,3,0,1,0,1
635,0,24,3,7,3149,4,1,1,0,3,1,3,22,1,2,4,2,1,0,0,1
636,0,12,4,7,2246,4,4,2,0,3,4 <= ... < 7 yrs,2,60,3,1,3,2,1,0,0,0
637,0,13,4,0,1797,4,1,2,0,3,1,2,28,1,1,3,1,1,0,0,1
638,0,20,4,7,4272,4,4,4,3,3,4,2,24,3,1,3,2,1,0,0,1
639,0,24,4,8,2957,4,4,1,0,3,4,2,63,3,1,3,2,1,1,0,1
640,0,36,4,7,2348,4,2,2,2,3,1 <= ... < 4 yrs,2,46,3,1,3,2,1,1,0,1
641,3,42,1,0,6289,4,1,3,1,3,1,2,33,3,1,3,2,1,0,0,1
642,0,24,4,8,6419,4,4,3,3,3,4,3,44,3,2,3,3,0,1,0,1
643,0,48,4,8,6143,4,4,1,3,3,4,3,58,stores,2,3,1,1,0,0,0
644,2,24,4,3,1597,4,4,1,0,3,4,3,54,3,2,3,2,0,0,0,1
645,0,36,3,9,15857,4,0,3,1,1,4 <= ... < 7 yrs,1,43,3,1,4,3,1,0,0,1
646,2,24,4,6,2223,1,4,1,0,3,4,2,52,1,1,3,2,1,0,0,1
647,2,48,2,6,7238,4,4,2,0,3,4 <= ... < 7 yrs,1,32,1,1,3,2,0,0,0,1
648,1,30,2,0,2503,1,4,1,0,3,1 <= ... < 4 yrs,2,41,stores,1,3,2,1,0,0,1
649,1,18,3,0,2622,1,2,1,0,3,4,1,34,3,1,4,2,1,0,0,1
650,1,24,3,7,4351,4,2,4,3,3,4,2,48,3,1,4,1,1,1,0,1
651,1,6,3,6,368,4,4,1,0,3,4,2,38,3,1,4,2,1,0,0,1
652,1,12,3,5,754,4,4,1,0,3,4,2,38,3,1,3,2,1,0,0,1
653,2,24,4,6,2424,4,4,1,0,3,4,2,53,3,1,3,2,1,0,0,1
654,1,48,2,0,6681,4,2,1,0,3,4,3,38,3,2,4,2,0,1,0,1
655,1,18,2,0,2427,4,4,1,0,3,1 <= ... < 4 yrs,2,42,3,1,3,2,1,0,0,1
656,1,24,4,6,1216,1,1,1,0,3,4,3,38,1,1,3,2,0,0,0,0
657,1,6,3,6,753,4,2,3,3,2,4 <= ... < 7 yrs,0,64,3,1,4,2,1,0,0,1
658,1,7,3,6,2576,4,2,3,0,2,1 <= ... < 4 yrs,0,35,3,1,4,2,1,0,1,1
659,1,6,3,6,590,4,1,2,2,3,4 <= ... < 7 yrs,0,26,3,1,4,1,1,0,1,1
660,1,8,3,6,1414,4,2,1,0,2,1 <= ... < 4 yrs,0,33,3,1,4,2,1,0,1,1
661,1,12,3,6,1103,4,3,1,0,2,4 <= ... < 7 yrs,0,29,3,1,3,2,1,0,0,1
662,1,12,2,6,585,4,2,1,2,1,4,0,20,3,0,3,2,1,0,0,1
663,1,6,3,6,1068,4,4,1,0,3,4,1,28,3,1,4,2,0,0,0,1
664,0,8,4,1,713,4,4,1,0,3,4,0,47,3,1,3,1,1,0,0,1
665,1,12,3,6,1092,4,2,1,3,2,4,0,49,3,1,3,2,1,1,0,1
666,1,7,3,6,2329,4,1,4,3,2,1,0,45,3,1,4,2,1,0,0,1
667,1,13,4,6,882,4,1,1,0,2,4,0,23,3,1,3,2,1,0,0,1
668,1,18,3,6,866,4,2,1,2,2,1 <= ... < 4 yrs,0,25,3,1,4,1,1,0,0,1
669,1,7,3,6,2415,4,2,2,0,2,1 <= ... < 4 yrs,0,34,3,1,4,2,1,0,0,1
670,1,13,3,6,2101,4,1,3,3,2,4,2,23,3,1,4,1,1,0,0,1
671,1,18,3,6,1301,4,4,1,2,2,1 <= ... < 4 yrs,0,32,3,1,4,1,1,0,0,1
672,1,18,3,6,1113,4,2,1,3,2,4,0,26,3,1,4,1,0,0,0,1
673,1,8,3,6,760,4,3,1,3,2,1 <= ... < 4 yrs,0,44,3,1,4,1,1,0,0,1
674,1,12,3,6,625,4,1,1,2,2,1,0,26,1,1,4,1,1,0,0,1
675,3,6,4,1,1323,1,4,3,1,3,4,1,28,3,1,3,2,0,1,0,1
676,0,9,4,6,1138,4,2,1,0,3,4,0,25,3,1,3,1,1,0,0,1
677,1,18,4,6,1795,4,4,2,3,2,4,0,48,1,0,3,1,1,1,0,1
678,1,15,4,6,2728,4,3,1,0,2,1 <= ... < 4 yrs,0,35,1,1,2,2,1,1,0,1
679,1,6,3,6,484,4,3,2,2,2,4 <= ... < 7 yrs,0,28,1,1,4,1,1,0,0,1
680,1,10,4,6,1048,4,2,1,0,3,4,0,23,stores,1,4,1,1,0,0,1
681,1,12,3,6,1155,4,4,2,2,2,4 <= ... < 7 yrs,0,40,1,1,3,1,1,0,0,1
682,1,20,2,8,7057,4,3,2,0,3,4,2,36,1,0,3,3,0,1,0,1
683,1,15,4,6,1537,4,4,1,0,2,4,0,50,3,1,3,2,1,1,0,1
684,0,12,3,6,2214,4,2,1,0,3,4 <= ... < 7 yrs,2,24,3,1,4,1,1,0,0,1
685,2,24,4,7,1585,4,3,1,0,3,4 <= ... < 7 yrs,2,40,3,1,3,2,1,0,0,1
686,1,10,3,7,1521,4,2,1,1,3,1 <= ... < 4 yrs,1,31,3,1,4,1,1,0,0,1
687,1,36,4,2,3990,4,1,2,3,3,1 <= ... < 4 yrs,3,29,1,1,4,0,1,0,0,1
688,3,18,3,7,3049,4,1,4,3,3,1,2,45,stores,1,4,1,1,0,0,1
689,0,24,3,6,1282,1,2,1,3,3,1 <= ... < 4 yrs,1,32,3,1,4,1,1,0,0,0
690,2,60,3,6,10144,1,3,3,3,3,4,0,21,3,1,4,2,1,1,0,1
691,0,12,3,1,1168,4,2,1,2,3,4 <= ... < 7 yrs,0,27,3,1,4,1,1,0,0,1
692,1,6,3,4,454,4,1,2,2,3,1,2,22,3,1,4,1,1,0,0,1
693,2,15,2,8,3594,4,1,4,3,3,1 <= ... < 4 yrs,2,46,3,1,3,1,1,0,0,1
694,2,12,3,7,1768,4,2,2,0,3,1 <= ... < 4 yrs,0,24,3,0,4,1,1,0,0,1
695,2,60,2,6,15653,4,3,3,0,3,4,1,21,3,1,3,2,1,1,0,1
696,3,12,2,1,2247,4,2,3,3,3,1 <= ... < 4 yrs,1,36,stores,1,3,2,1,1,0,1
697,2,24,3,6,1413,4,2,1,2,3,1 <= ... < 4 yrs,2,28,3,1,4,2,1,0,0,1
698,1,45,4,8,4576,1,0,2,0,3,4,1,27,3,1,4,2,1,0,0,1
699,0,24,4,6,1231,3,4,1,3,3,4,2,57,3,0,3,3,1,1,0,1
700,0,36,3,8,8335,4,4,2,0,3,4,3,47,3,2,4,2,1,0,0,0
701,1,36,4,8,5800,4,2,2,0,3,4,1,34,3,1,3,2,1,1,0,1
702,0,18,2,3,8471,4,2,4,3,3,1 <= ... < 4 yrs,1,23,3,0,3,2,1,1,0,1
703,0,30,3,7,3622,3,4,1,3,3,4,2,57,3,0,3,2,1,1,0,1
704,0,6,4,6,1169,4,4,1,0,3,4,0,67,3,1,3,2,1,1,0,1
705,2,15,3,2,1262,100 <= ... <  500 DM,3,1,0,3,4 <= ... < 7 yrs,2,36,3,1,3,2,1,1,0,1
706,3,24,4,7,3617,4,4,1,0,1,4,3,20,3,0,3,2,1,0,0,1
707,1,30,4,1,2181,4,4,1,0,3,4,0,36,3,1,3,2,1,0,0,1
708,0,48,4,0,7685,4,3,3,3,2,4,1,37,3,0,4,2,1,0,0,0
709,2,48,4,3,6110,4,2,4,0,3,4 <= ... < 7 yrs,3,31,1,2,4,2,1,1,0,1
710,2,24,3,1,3757,4,4,1,3,1,4,3,62,3,2,4,2,1,1,0,1
711,0,42,4,4,3394,4,0,1,0,1,4,1,65,3,1,3,0,1,0,0,1
712,2,36,4,0,6304,4,4,1,0,3,4,0,36,3,1,3,2,1,0,0,1
713,2,9,4,3,1244,4,4,1,3,3,4,2,41,3,0,3,1,1,0,0,1
714,2,6,3,1,3518,4,2,3,0,2,4 <= ... < 7 yrs,2,26,3,0,4,2,1,0,0,1
715,2,36,1,4,2613,4,2,1,0,3,1 <= ... < 4 yrs,1,27,3,1,3,2,1,0,0,1
716,0,48,3,3,7476,4,3,1,0,3,1,3,50,3,2,4,3,1,1,0,1
717,2,24,3,0,4591,3,2,3,0,3,4 <= ... < 7 yrs,2,54,3,1,2,3,1,1,0,0
718,1,18,3,7,1924,4,1,1,3,3,4 <= ... < 7 yrs,0,27,3,0,4,2,1,0,0,0
719,1,72,3,6,5595,1,2,3,2,3,1 <= ... < 4 yrs,1,24,3,1,4,2,1,0,0,0
720,1,48,2,3,6224,4,4,1,0,3,4,3,50,3,2,4,2,1,0,0,0
721,3,15,3,3,1905,4,4,1,0,3,4,1,40,3,0,4,3,1,1,0,1
722,2,21,2,8,2993,4,2,2,0,3,1 <= ... < 4 yrs,0,28,stores,1,3,1,1,0,0,1
723,2,36,2,8,8947,4,3,2,0,3,1 <= ... < 4 yrs,1,31,stores,1,4,3,0,1,0,1
724,0,24,3,7,4020,4,2,3,0,3,1 <= ... < 4 yrs,1,27,stores,1,4,2,1,0,0,1
725,1,18,3,8,2779,4,2,4,2,3,4 <= ... < 7 yrs,1,21,3,0,4,2,1,1,0,1
726,2,21,3,1,2782,100 <= ... <  500 DM,3,4,3,3,1 <= ... < 4 yrs,1,31,1,1,4,3,1,0,0,1
727,2,12,3,1,1884,4,4,1,0,3,4,1,39,3,1,4,3,1,1,0,1
728,2,36,4,8,11054,4,2,1,0,3,1 <= ... < 4 yrs,1,30,3,1,4,3,1,1,0,1
729,1,60,2,6,9157,4,2,3,0,3,1 <= ... < 4 yrs,3,27,3,2,4,3,1,0,0,1
730,1,42,4,8,9283,4,0,4,0,3,1 <= ... < 4 yrs,3,55,1,2,4,3,1,1,0,1
731,2,60,3,1,6527,4,2,1,0,3,4,3,34,3,2,4,2,0,1,0,1
732,2,15,4,8,3368,3,4,2,0,3,4,3,23,3,0,3,2,1,1,0,1
733,0,15,3,1,2511,4,0,4,3,3,4,1,23,3,0,4,2,1,0,0,1
734,0,36,3,8,5493,4,4,3,0,3,4,3,42,3,2,4,2,0,0,0,1
735,2,6,3,2,1338,100 <= ... <  500 DM,2,4,1,3,4,0,62,3,1,4,2,1,0,0,1
736,1,9,3,6,1082,4,4,1,0,3,4,1,37,3,1,3,1,1,0,0,1
737,2,18,4,6,1149,3,2,1,0,3,4 <= ... < 7 yrs,0,46,3,1,3,2,1,0,0,1
738,1,15,3,4,1308,4,4,1,0,3,4,1,38,3,1,3,1,1,0,0,1
739,1,20,1,8,6148,1,4,2,2,3,4,1,31,1,1,3,2,1,1,0,1
740,2,12,3,7,1736,4,3,2,3,3,4,0,31,3,1,4,1,1,0,0,1
741,2,12,3,6,3059,3,3,3,1,3,4,0,61,3,1,4,1,1,0,0,1
742,0,24,3,7,2996,4,2,3,2,3,4,1,20,3,1,4,2,1,0,0,0
743,2,30,4,8,7596,4,4,4,0,3,4,1,63,3,1,3,2,1,0,0,1
744,2,30,3,8,4811,4,3,3,3,3,4,2,24,stores,0,4,1,1,0,0,1
745,2,6,3,7,1766,4,2,4,2,3,1 <= ... < 4 yrs,2,21,3,0,4,2,1,0,0,1
746,1,24,3,8,2760,4,4,1,0,3,4,3,36,1,2,4,2,1,1,0,1
747,2,24,4,4,5507,4,4,2,0,3,4,3,44,3,2,3,2,1,0,0,1
748,1,9,3,3,1199,4,3,1,3,3,4,2,67,3,1,3,3,1,1,0,1
749,3,24,3,7,2892,4,4,2,1,3,4,3,51,3,2,4,2,1,0,0,1
750,1,36,2,1,2862,1,4,1,0,3,4 <= ... < 7 yrs,3,30,3,2,4,2,1,0,0,1
751,0,9,3,1,654,4,2,1,0,3,4 <= ... < 7 yrs,1,28,3,1,4,1,1,0,0,0
752,1,9,4,3,1136,3,4,1,0,3,4 <= ... < 7 yrs,3,32,3,2,3,2,0,0,0,0
753,1,24,3,8,4113,100 <= ... <  500 DM,1,2,3,3,4,1,28,3,0,4,2,1,0,0,0
754,1,6,3,1,14555,4,0,4,0,3,1 <= ... < 4 yrs,2,23,3,1,4,0,1,1,0,0
755,0,15,1,1,950,4,4,1,0,3,4 <= ... < 7 yrs,1,33,3,0,3,2,0,0,0,0
756,0,24,4,1,1199,4,4,1,0,3,4,1,60,3,1,3,1,1,0,0,0
757,0,12,1,1,1082,4,2,1,0,3,4,1,48,1,1,3,2,1,0,0,0
758,1,30,3,1,2150,4,2,1,3,2,1 <= ... < 4 yrs,3,24,1,1,4,2,1,0,0,0
759,1,36,4,1,2820,4,1,1,1,3,4,1,27,3,1,3,2,1,0,0,0
760,1,48,3,6,3060,4,3,1,0,3,4,0,28,3,1,3,2,1,0,0,0
761,0,18,3,6,2600,4,2,1,0,3,4,3,65,3,2,3,2,1,0,0,0
762,2,21,1,1,5003,4,2,4,3,3,4,2,29,1,1,3,2,1,1,0,0
763,1,60,3,3,6288,4,2,1,0,3,4,3,42,3,2,4,2,1,0,0,0
764,2,24,2,1,2538,4,4,1,0,3,4,1,47,3,1,3,1,0,0,0,0
765,2,9,3,6,1478,4,3,1,0,3,1 <= ... < 4 yrs,1,22,3,1,4,2,1,0,0,0
766,1,39,4,6,4933,4,3,3,0,2,1 <= ... < 4 yrs,0,25,3,1,3,2,1,0,0,0
767,2,18,4,1,1530,4,2,2,0,3,1 <= ... < 4 yrs,2,32,1,1,3,2,1,0,0,0
768,1,9,4,1,1437,1,3,3,0,3,4 <= ... < 7 yrs,3,29,3,1,4,2,1,0,0,0
769,0,15,3,2,1275,4,2,1,3,3,1 <= ... < 4 yrs,1,24,3,0,4,2,1,0,0,0
770,0,24,3,6,1823,4,0,1,0,3,1 <= ... < 4 yrs,1,30,stores,1,4,3,0,0,0,0
771,0,9,3,1,1422,4,1,2,0,3,1 <= ... < 4 yrs,3,27,3,2,4,3,1,1,0,0
772,0,18,3,2,1217,4,2,1,2,3,4 <= ... < 7 yrs,0,47,3,1,4,1,1,1,0,0
773,0,36,3,1,9271,4,3,3,0,3,1,1,24,3,1,4,2,1,1,0,0
774,0,36,2,0,2145,4,3,3,0,3,1,1,24,3,1,3,2,1,1,0,0
775,0,36,3,1,1842,4,1,1,3,3,4,1,34,3,1,4,2,1,1,0,0
776,1,18,2,7,4297,4,4,1,1,3,4 <= ... < 7 yrs,3,40,3,1,4,3,1,1,0,0
777,0,6,4,7,3384,4,2,4,1,3,4,0,44,3,0,4,3,1,1,0,0
778,1,18,4,6,1245,4,2,1,2,3,1 <= ... < 4 yrs,1,33,3,1,4,2,1,0,0,0
779,2,15,3,3,4623,1,2,2,0,3,1 <= ... < 4 yrs,2,40,3,1,4,3,1,1,0,0
780,1,30,4,7,8386,4,3,3,0,3,1 <= ... < 4 yrs,2,49,3,1,4,2,1,0,0,0
781,0,24,2,6,1024,4,1,1,2,3,4,0,48,stores,1,4,2,1,0,0,0
782,1,36,3,1,14318,4,4,1,0,3,1 <= ... < 4 yrs,3,57,3,2,4,3,1,1,0,0
783,1,6,4,3,433,3,1,1,3,3,1 <= ... < 4 yrs,2,24,1,0,4,2,0,0,0,0
784,0,12,4,6,2149,4,2,1,1,3,1,3,29,3,2,4,2,1,0,0,0
785,2,24,3,6,2397,100 <= ... <  500 DM,4,2,0,3,1 <= ... < 4 yrs,1,35,1,1,3,2,1,1,0,0
786,1,6,4,1,931,1,1,4,3,3,1,2,32,stores,1,4,1,1,0,0,0
787,1,15,2,4,1512,3,2,2,2,3,4 <= ... < 7 yrs,2,61,stores,1,3,2,1,0,0,0
788,1,24,1,0,4241,4,2,4,0,3,4,0,36,3,1,2,1,1,1,0,0
789,1,24,4,7,4736,4,1,3,3,3,4,1,25,1,1,4,1,1,0,0,0
790,1,15,1,1,1778,4,1,3,3,3,1,0,26,3,0,3,0,1,0,0,0
791,3,15,3,6,2327,4,1,3,3,3,4 <= ... < 7 yrs,0,25,3,1,4,1,1,0,0,0
792,0,24,4,7,6872,4,1,3,1,3,1,2,55,1,1,4,2,1,1,0,0
793,0,12,3,3,795,4,1,1,3,3,4,2,53,3,1,4,2,1,0,0,0
794,3,30,2,0,1908,4,4,1,0,3,4,0,66,3,1,4,3,1,1,0,0
795,1,36,1,0,1953,4,4,1,0,3,4,3,61,3,2,4,3,1,1,0,0
796,3,18,3,7,2864,4,2,3,0,3,1,0,34,3,1,4,1,0,0,0,0
797,3,21,4,3,2319,4,1,3,1,3,1,1,33,3,0,4,2,1,0,0,0
798,0,24,3,1,915,4,4,1,3,3,1 <= ... < 4 yrs,1,29,1,1,4,2,1,0,0,0
799,3,24,3,1,947,4,3,1,0,3,4 <= ... < 7 yrs,3,38,1,2,4,2,0,0,0,0
800,0,24,3,1,1381,4,2,1,3,3,1 <= ... < 4 yrs,2,35,3,1,4,2,1,0,0,0
801,0,24,3,1,1285,4,3,1,3,3,4,3,32,3,0,4,2,1,0,0,0
802,0,24,3,1,1371,4,2,1,3,3,4,0,25,3,0,4,2,1,0,0,0
803,1,18,3,1,1042,4,2,1,3,3,1 <= ... < 4 yrs,2,33,3,1,4,2,1,0,0,0
804,0,12,3,1,900,4,2,1,2,3,1 <= ... < 4 yrs,1,23,3,1,4,2,1,0,0,0
805,0,24,3,1,1207,4,1,1,3,3,4,2,24,3,0,4,2,1,0,0,0
806,1,18,1,1,2278,1,1,2,3,3,4 <= ... < 7 yrs,1,28,3,1,3,2,1,0,0,0
807,0,60,2,0,6836,4,4,2,0,3,4,3,63,3,1,3,2,1,1,0,0
808,0,24,3,7,3345,4,4,1,0,3,1 <= ... < 4 yrs,2,39,3,0,4,3,1,1,0,0
809,0,6,4,3,1198,4,4,1,3,3,4,3,35,3,2,4,2,1,0,0,0
810,1,48,3,0,15672,4,2,3,0,3,1 <= ... < 4 yrs,1,23,3,1,4,2,1,1,0,0
